id,number,title,labels,description,comments
1350041405,684,Modus Data Table - Sticky headers & scrolling,"['modus', 'data-table(to be deprecated)']","**Describe the solution you'd like**
The Data Table should have the option to include sticky headers when the table body is being scrolled

","['Are there any updates on this?\r\nHaving a sticky header is a requirement for Taskflow too.\r\nWe would even be happy with a workaround until the new table drops', 'Hey @aknoll-transporeon, we will release the new Table with scrolling in August, and the `Modus Data Table` is marked for deprecation. Hence we are not planning to fix bugs/add features to it. \r\n\r\nWould you be interested in contributing a fix?', 'Does the new table support sticky headers (and columns, footer)?', 'Yes @aknoll-transporeon, the new Table has sticky headers. Below is a rough roadmap for Modus Table Component,\r\n\r\nCompleted,\r\n\r\n- Sorting\r\n- Pagination\r\n- Column Reordering\r\n- Column Resizing\r\n- Hide/Show Columns\r\n- Footer Row\r\n\r\nIn Progress (https://github.com/trimble-oss/modus-web-components/pulls?q=is%3Aopen+is%3Apr+label%3Atable),\r\n\r\n- Expandable Rows\r\n- Scrollable Table with sticky header and footer\r\n\r\nPlanned,\r\n\r\n- Editable Cells\r\n- HyperLink in Cells\r\n- Row Selection using row click and checkbox\r\n- Filtering Columns\r\n- Save Table Preferences ']"
1350037540,683,Modus Table - Row virtualization(Lazy Loading) - Barebones,"['priority:medium', '8', 'modus-table', 'enhancement', 'e-builder-submission']","We believe this issue should follow the guidelines set by https://docs.google.com/document/d/1kQrkj5vXG8ptC2umA2tUa67v48o9KGULGOflrU4vay4/edit

Old Note:
The Modus Data Table should have higher performance for large data sets. Testing with ~>5k rows, the table gets laggy
The solution will probably be to virtualize the rows so that only the visible rows (or a little more than visible) are rendered in the DOM

**Additional context**
I found an article explaining how to get a virtualization-like table that I think we could do in Stencil: https://www.bekk.christmas/post/2021/2/how-to-lazy-render-large-data-tables-to-up-performance

",[]
1349514008,682,Remove small checkbox in Content tree condensed,"['1', 'bug']",,['Looks like working fine on the production site and made sure it is working in the latest implementation for the content tree']
1349050984,680,Remove Small checkbox,['1'],The small checkbox on https://modus-web-components.trimble.com/?path=/docs/user-inputs-checkbox--default is not a Modus-approved size. We should remove it so it matches: https://modus.trimble.com/components/checkboxes/,[]
1348547776,676,Add more Modus icons for the Icon Map,"['up-for-grabs', 'good-first-issue', 'modus']","**Describe the solution you'd like**
We now have an icon map that allows the consumer to pass in a string to a component to define which icon they'd like to use. We should bring in more of the icons as functional components so there is a bigger set to choose from.

https://modus-icons-test.netlify.app/common-solid/

**Additional context**
We should update the docs to explain how to find the values for the icon names.
","['@ryan-henness-trimble I think we can handle this in https://github.com/trimble-oss/modus-web-components/issues/1098. \r\nshould we close this one ?', '@ryan-henness-trimble Closing this issue for now. Please feel free to reopen if it is not resolved.']"
1348517292,675,Add modus delete icon to icon map,[],"Add delete (trash) icon to icon map so it can be used as an icon input: https://modus-icons-test.netlify.app/common-solid/delete/
",[]
1347987577,671,[BUG] Text inputs clear input accessibility issues,"['3', 'bug', 'accessibility']","https://modus-web-components.trimble.com/?path=/docs/user-inputs-text-input--default
Clear button on text inputs (the x icon on the right side when there is input) has a few a11y issues:

- button is not tall enough for a tap target. We should add CSS `min-height: 1.5rem;`
- button is currently actually just a span with no semantic markup. We should add `role=""button""`
- There isn't an aria-label to describe what the button does. We should add `aria-label=""Clear entry""`

(inspiration and research: https://scottaohara.github.io/clear-text-field-button/)
",[]
1347837528,670,Text inputs should not have 'clear' icon by default,"['2', 'priority:medium']","Modus Text Inputs add a 'clear' icon to the right after there is input. This is not standard browser behavior and is unnecessary in many contexts.

I think the clear icon should be not on by default.

Example here:
https://coliff.github.io/modus-web-components-example/contact-form.html",[]
1346340158,659,"Current/Active Breadcrumb should have `aria-current=""page""`",['accessibility'],"Like Modus Bootstrap has - see first example:
https://modus-bootstrap.trimble.com/components/breadcrumbs/",[]
1345963639,658,Standardize input values for size prop,"['5', 'priority:low', 'enhancement', 'modus']","Any component should have standard input values for the `size` prop.

Should that be 'small', 'medium', and 'large' ?
or 
just 'condensed', 'default', and 'large'  ? 

@ryan-henness-trimble @coliff ","['yes, agreed. we should try and use small instead of condensed where possible. If class condensed exists already maybe it could be deprecated and available as an alias for small.\r\n\r\nNote; not all components are available in all sizes though.', '> yes, agreed. we should try and use small instead of condensed where possible. If class condensed exists already maybe it could be deprecated and available as an alias for small.\r\n> \r\n> Note; not all components are available in all sizes though.\r\n\r\nYes agreed.', 'Review where we stand today, list out all variations here to determine next steps.', 'Hello world', ""@prashanthr6383  @mitch-trimble Let's review this one in the Three Amigos meeting. "", ""> @prashanthr6383 @mitch-trimble Let's review this one in the Three Amigos meeting.\r\n\r\n@prashanth-offcl please check ""]"
1344858152,655,Additional barebones Data Table functionality,['modus-table'],"The barebones Data Table should have some extra functionality:
**Props**
- An option to include a checkbox selection column

**Events**
- An event when selected items change
- An event when a row is double clicked
",[]
1342995201,653,Add value accessor configs for form control inputs,['angular'],"**Describe the solution you'd like**
The modus-angular-components package incorporates support for Reactive Forms usage.

**Describe alternatives you've considered**
Hand-coding the necessary wrappers to use Modus web components inside Reactive Forms. This is feasible but pushes the responsibility and ownership onto the consumer and would be burdensome and of limited benefit to enable sharing as it may only cover a subset of components.

**Additional context**
Stencil has an Angular Integration config option to generate the forms usage code

```ts
    angularOutputTarget({
      ...,
      valueAccessorConfigs: angularValueAccessorBindings,
    }),
```

Where `angularValueAccessorBindings` is an array of configurations for the components for which forms integration is required.","['I also ran into this, can we prioritize this? @ryan-henness-trimble ', '@quynh-le-trimble Yea we should get this one going. Quynh could you give me a reminder after holiday PTO?']"
1341928052,651,Contributors list on website,[],"currently there is a list of contributors on homepage: https://modus-web-components.trimble.com/?path=/story/introduction-welcome--page

I propose we remove that list and instead, have something like:

Thanks to all of our contributors! (with a link to):
https://github.com/trimble-oss/modus-web-components/graphs/contributors

If we want to keep list of contributors then we should add @msankaran0712 - but I'd prefer to remove that list altogether rather than manually maintain it.","[""Yea I think that is a good idea, might as well link to something we don't have to maintain ourselves!\r\n\r\nThis seems like a fun idea as well https://allcontributors.org/docs/en/overview - it helps recognize all contributors, not just those that push code"", ""yeah - that's better!\r\n![image](https://user-images.githubusercontent.com/1212885/185342979-067f43c6-0651-433c-a9e1-7f2424dbafa4.png)\r\n"", ""> yeah - that's better! ![image](https://user-images.githubusercontent.com/1212885/185342979-067f43c6-0651-433c-a9e1-7f2424dbafa4.png)\r\n\r\nI vote for this one"", 'I like it!\r\n\r\nWe should keep in mind the allcontributors project too. The current contributors page is missing people that help out with PRs', ""> I like it!\r\n> \r\n> We should keep in mind the allcontributors project too. The current contributors page is missing people that help out with PRs\r\n\r\ncool - ok. I requested access to add it via: https://allcontributors.org/docs/en/bot/installation\r\nI think Jeff has to approve app installations. hopefully it'll be available soon. sounds easy and fun to work with! https://allcontributors.org/""]"
